,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
4653,8326,"[20, 25[",Private,33644,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,30,United-States, <=50K
4654,8327,"[40, 45[",State-gov,33331,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,1977,70,United-States, >50K
4655,8328,"[45, 50[",Private,73019,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,40,United-States, <=50K
4656,8331,"[20, 25[",Private,109869,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,30,United-States, <=50K
4657,8333,"[30, 35[",Private,208043,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,55,United-States, >50K
4658,8335,"[55, 60[",State-gov,153451,Some-college,10,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,35,United-States, <=50K
4659,8336,"[55, 60[",Private,96840,HS-grad,9,Divorced,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
4660,8338,"[30, 35[",Private,209101,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,40,United-States, <=50K
4661,8339,"[45, 50[",Private,146919,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,40,United-States, >50K
4662,8340,"[45, 50[",Local-gov,192323,Some-college,10,Married-civ-spouse,Protective-serv, Husband,*,Male,0,0,38,United-States, >50K
4663,8342,"[30, 35[",Private,198211,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
4664,8343,"[20, 25[",Private,222490,Some-college,10,Never-married,Handlers-cleaners, Own-child,*,Female,0,0,40,United-States, <=50K
4665,8344,"[25, 30[",Private,106758,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,45,United-States, <=50K
4666,8345,"[30, 35[",Private,561334,HS-grad,9,Divorced,Transport-moving, Not-in-family,*,Male,0,0,40,United-States, <=50K
4667,8347,"[45, 50[",Local-gov,203322,Some-college,10,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,38,United-States, <=50K
4668,8348,"[50, 55[",Private,123703,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,4386,0,40,United-States, >50K
4669,8351,"[60, 65[",Private,230292,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,*,Male,7688,0,40,United-States, >50K
4670,8352,"[15, 20[",Private,114420,11th,7,Never-married,Sales, Own-child,*,Female,0,0,30,United-States, <=50K
4671,8353,"[25, 30[",Private,120238,Bachelors,13,Never-married,Craft-repair, Not-in-family,*,Male,3325,0,40,United-States, <=50K
4672,8357,"[35, 40[",Local-gov,134367,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,35,United-States, <=50K
4673,8358,"[40, 45[",Private,147099,HS-grad,9,Divorced,Other-service, Unmarried,*,Female,0,0,30,United-States, <=50K
4674,8359,"[35, 40[",Private,36214,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,4386,0,47,United-States, >50K
4675,8366,"[60, 65[",Private,121319,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,3103,0,40,United-States, >50K
4676,8367,"[50, 55[",Private,151580,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,15024,0,40,United-States, >50K
4677,8368,"[30, 35[",Private,162572,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
4678,8369,"[25, 30[",Private,35917,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
4679,8370,"[55, 60[",Self-emp-inc,35723,7th-8th,4,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,50,United-States, >50K
4680,8372,"[30, 35[",Private,62155,Some-college,10,Never-married,Sales, Not-in-family,*,Male,0,0,35,United-States, <=50K
4681,8373,"[45, 50[",Self-emp-not-inc,192203,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,1485,40,United-States, >50K
4682,8377,"[40, 45[",Private,163847,Bachelors,13,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,50,United-States, >50K
4683,8380,"[30, 35[",Federal-gov,189944,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,72,United-States, <=50K
4684,8382,"[40, 45[",Private,163174,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
4685,8383,"[30, 35[",State-gov,188900,Assoc-acdm,12,Never-married,Adm-clerical, Not-in-family,*,Female,3325,0,35,United-States, <=50K
4686,8384,"[20, 25[",Private,214399,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,30,United-States, <=50K
4687,8385,"[60, 65[",Private,156616,HS-grad,9,Widowed,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
4688,8388,"[35, 40[",State-gov,172475,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Female,2977,0,45,United-States, <=50K
4689,8389,"[20, 25[",Private,153082,HS-grad,9,Never-married,Sales, Not-in-family,*,Male,0,0,30,United-States, <=50K
4690,8393,"[50, 55[",Self-emp-inc,119099,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,99,United-States, >50K
4691,8394,"[40, 45[",Self-emp-not-inc,83411,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
4692,8395,"[20, 25[",Private,198992,HS-grad,9,Never-married,Sales, Not-in-family,*,Female,0,0,33,United-States, <=50K
4693,8396,"[45, 50[",Private,337825,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
4694,8397,"[30, 35[",Private,192002,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
4695,8399,"[15, 20[",Private,231962,HS-grad,9,Never-married,Other-service, Unmarried,*,Male,0,0,40,United-States, <=50K
4696,8400,"[25, 30[",Private,164488,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,13550,0,50,United-States, >50K
4697,8403,"[40, 45[",Private,184846,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
4698,8404,"[40, 45[",Private,233851,Bachelors,13,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
4699,8407,"[30, 35[",Private,255004,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Male,0,1741,38,United-States, <=50K
4700,8408,"[25, 30[",Private,157624,Bachelors,13,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
4701,8409,"[50, 55[",Private,146767,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
4702,8413,"[30, 35[",Private,226443,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,55,United-States, >50K
4703,8415,"[20, 25[",Private,216436,Bachelors,13,Never-married,Sales, Other-relative,*,Female,0,0,30,United-States, <=50K
4704,8416,"[25, 30[",Private,213412,Bachelors,13,Never-married,Tech-support, Unmarried,*,Male,0,0,40,United-States, <=50K
4705,8418,"[30, 35[",Private,369825,Bachelors,13,Never-married,Sales, Not-in-family,*,Male,4101,0,50,United-States, <=50K
4706,8419,"[55, 60[",Private,199763,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
4707,8420,"[25, 30[",Private,239390,Bachelors,13,Never-married,Sales, Own-child,*,Male,0,0,18,United-States, <=50K
4708,8421,"[45, 50[",Self-emp-not-inc,173613,Some-college,10,Divorced,Exec-managerial, Not-in-family,*,Female,0,0,65,United-States, <=50K
4709,8422,"[40, 45[",Self-emp-inc,37869,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, <=50K
4710,8424,"[30, 35[",State-gov,85218,Masters,14,Never-married,Prof-specialty, Unmarried,*,Female,0,0,24,United-States, <=50K
4711,8425,"[35, 40[",Private,48268,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,55,United-States, <=50K
4712,8426,"[35, 40[",Private,173968,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
4713,8429,"[15, 20[",?,256191,HS-grad,9,Never-married,?, Own-child,*,Female,0,0,25,United-States, <=50K
4714,8432,"[40, 45[",Private,139193,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
4715,8433,"[25, 30[",Private,791084,Some-college,10,Never-married,Craft-repair, Own-child,*,Male,0,0,50,United-States, <=50K
4716,8434,"[20, 25[",Private,137214,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,37,United-States, <=50K
4717,8435,"[15, 20[",Private,183258,Some-college,10,Never-married,Adm-clerical, Own-child,*,Male,0,0,40,United-States, <=50K
4718,8437,"[40, 45[",Private,115323,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,3103,0,40,United-States, >50K
4719,8440,"[20, 25[",Private,33551,HS-grad,9,Never-married,Transport-moving, Own-child,*,Male,0,0,40,United-States, <=50K
4720,8441,"[40, 45[",Private,169995,HS-grad,9,Divorced,Craft-repair, Unmarried,*,Male,0,0,40,United-States, <=50K
4721,8444,"[35, 40[",State-gov,114055,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,40,United-States, <=50K
4722,8445,"[20, 25[",Private,274398,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,20,United-States, <=50K
4723,8448,"[45, 50[",Private,196571,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,45,United-States, >50K
4724,8453,"[35, 40[",Federal-gov,245372,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,40,United-States, <=50K
4725,8458,"[35, 40[",Private,297449,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
4726,8459,"[40, 45[",Self-emp-not-inc,125206,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, <=50K
4727,8460,"[25, 30[",Private,393264,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,40,United-States, <=50K
4728,8463,"[55, 60[",Self-emp-not-inc,318106,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
4729,8464,"[30, 35[",Private,156025,HS-grad,9,Divorced,Exec-managerial, Unmarried,*,Female,0,0,40,United-States, <=50K
4730,8465,"[35, 40[",State-gov,149455,HS-grad,9,Never-married,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
4731,8467,"[40, 45[",State-gov,165108,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
4732,8469,"[20, 25[",Private,149224,Some-college,10,Never-married,Transport-moving, Own-child,*,Male,0,0,30,United-States, <=50K
4733,8471,"[35, 40[",Private,174717,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, >50K
4734,8473,"[25, 30[",Private,147755,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,1672,40,United-States, <=50K
4735,8474,"[50, 55[",Self-emp-not-inc,135716,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,70,United-States, <=50K
4736,8475,"[45, 50[",Private,44216,HS-grad,9,Divorced,Exec-managerial, Unmarried,*,Female,0,0,45,United-States, <=50K
4737,8479,"[30, 35[",Private,154950,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,15024,0,60,United-States, >50K
4738,8481,"[25, 30[",Private,271714,Some-college,10,Never-married,Other-service, Own-child,*,Female,0,0,30,United-States, <=50K
4739,8482,"[25, 30[",Private,247025,HS-grad,9,Never-married,Protective-serv, Unmarried,*,Male,0,0,44,United-States, <=50K
4740,8483,"[30, 35[",Private,107417,HS-grad,9,Never-married,Other-service, Not-in-family,*,Male,0,0,37,United-States, <=50K
4741,8484,"[35, 40[",State-gov,116554,Bachelors,13,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
4742,8486,"[25, 30[",Private,430084,Some-college,10,Never-married,Transport-moving, Not-in-family,*,Male,0,0,40,United-States, <=50K
4743,8490,"[35, 40[",Self-emp-inc,275223,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,7688,0,40,United-States, >50K
4744,8491,"[35, 40[",Self-emp-not-inc,381931,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,55,United-States, <=50K
4745,8493,"[45, 50[",Private,105431,HS-grad,9,Divorced,Other-service, Not-in-family,*,Female,0,0,40,United-States, <=50K
4746,8496,"[20, 25[",Private,204641,Some-college,10,Never-married,Other-service, Own-child,*,Male,0,0,40,United-States, <=50K
4747,8499,"[65, 70[",?,107744,Some-college,10,Married-civ-spouse,?, Husband,*,Male,0,0,40,United-States, <=50K
4748,8500,"[45, 50[",Private,360393,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,1902,50,United-States, >50K
4749,8501,"[15, 20[",Private,263340,Some-college,10,Never-married,Other-service, Own-child,*,Female,0,0,15,United-States, <=50K
4750,8502,"[15, 20[",Private,141918,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,22,United-States, <=50K
4751,8504,"[45, 50[",Private,128736,Bachelors,13,Never-married,Prof-specialty, Unmarried,*,Female,0,0,40,United-States, <=50K
4752,8506,"[25, 30[",Private,302406,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
4753,8507,"[30, 35[",Local-gov,101517,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,0,0,35,United-States, <=50K
4754,8509,"[20, 25[",Self-emp-inc,189148,Some-college,10,Never-married,Transport-moving, Own-child,*,Male,0,0,40,United-States, <=50K
4755,8510,"[40, 45[",Self-emp-not-inc,103111,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,60,United-States, >50K
4756,8512,"[20, 25[",Private,31606,HS-grad,9,Never-married,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
4757,8513,"[25, 30[",Private,34292,HS-grad,9,Never-married,Other-service, Own-child,*,Male,0,0,38,United-States, <=50K
4758,8514,"[20, 25[",Private,107882,Assoc-acdm,12,Never-married,Other-service, Own-child,*,Female,0,0,9,United-States, <=50K
4759,8515,"[15, 20[",Private,39529,12th,8,Never-married,Other-service, Own-child,*,Female,0,0,32,United-States, <=50K
4760,8517,"[25, 30[",Private,107812,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
4761,8518,"[25, 30[",Private,229729,HS-grad,9,Never-married,Transport-moving, Not-in-family,*,Male,0,0,40,United-States, <=50K
4762,8520,"[30, 35[",Private,340917,HS-grad,9,Never-married,Handlers-cleaners, Not-in-family,*,Male,0,0,40,United-States, <=50K
4763,8524,"[45, 50[",Private,159869,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
4764,8526,"[25, 30[",Private,207064,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
4765,8527,"[20, 25[",Private,193090,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Female,3674,0,40,United-States, <=50K
4766,8530,"[25, 30[",Local-gov,304960,Assoc-acdm,12,Never-married,Adm-clerical, Not-in-family,*,Female,0,1980,40,United-States, <=50K
4767,8532,"[20, 25[",?,210029,Some-college,10,Never-married,?, Own-child,*,Female,0,0,40,United-States, <=50K
4768,8534,"[25, 30[",Private,142519,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
4769,8537,"[30, 35[",Private,292592,HS-grad,9,Never-married,Other-service, Own-child,*,Female,0,0,35,United-States, <=50K
4770,8539,"[20, 25[",Private,51111,Some-college,10,Never-married,Sales, Not-in-family,*,Female,0,0,40,United-States, <=50K
4771,8542,"[35, 40[",State-gov,349066,HS-grad,9,Divorced,Machine-op-inspct, Own-child,*,Male,0,0,40,United-States, <=50K
4772,8543,"[60, 65[",?,191188,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,40,United-States, <=50K
4773,8544,"[30, 35[",Private,133503,HS-grad,9,Married-civ-spouse,Protective-serv, Husband,*,Male,2635,0,16,United-States, <=50K
4774,8547,"[35, 40[",Private,175120,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
4775,8548,"[25, 30[",Private,416577,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,45,United-States, <=50K
4776,8549,"[25, 30[",Private,253814,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,45,United-States, <=50K
4777,8550,"[30, 35[",Private,159247,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
4778,8552,"[40, 45[",Private,213464,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
4779,8553,"[20, 25[",Private,211968,Assoc-voc,11,Never-married,Other-service, Own-child,*,Female,0,0,20,United-States, <=50K
4780,8554,"[40, 45[",Federal-gov,32016,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
4781,8556,"[35, 40[",Private,135020,HS-grad,9,Never-married,Transport-moving, Own-child,*,Male,0,0,40,United-States, <=50K
4782,8558,"[25, 30[",Private,142712,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
4783,8559,"[25, 30[",Federal-gov,76900,Bachelors,13,Never-married,Tech-support, Not-in-family,*,Male,0,0,40,United-States, <=50K
4784,8561,"[40, 45[",Federal-gov,262233,Bachelors,13,Divorced,Exec-managerial, Not-in-family,*,Male,0,0,40,United-States, >50K
4785,8564,"[35, 40[",Private,306678,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,2885,0,40,United-States, <=50K
4786,8565,"[15, 20[",?,217769,Some-college,10,Never-married,?, Own-child,*,Female,594,0,10,United-States, <=50K
4787,8566,"[35, 40[",Local-gov,308945,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
4788,8569,"[20, 25[",Private,220993,HS-grad,9,Never-married,Sales, Not-in-family,*,Male,0,1590,48,United-States, <=50K
4789,8570,"[45, 50[",Private,102147,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
4790,8571,"[40, 45[",Private,113770,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,40,United-States, <=50K
4791,8573,"[45, 50[",Private,148900,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
4792,8574,"[25, 30[",Federal-gov,329426,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Male,0,0,40,United-States, <=50K
4793,8577,"[55, 60[",Self-emp-not-inc,32537,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,40,United-States, >50K
4794,8579,"[20, 25[",Private,202373,Some-college,10,Never-married,Sales, Own-child,*,Male,0,0,25,United-States, <=50K
4795,8580,"[25, 30[",Self-emp-not-inc,151476,Assoc-voc,11,Never-married,Adm-clerical, Not-in-family,*,Female,2174,0,40,United-States, <=50K
4796,8582,"[20, 25[",Private,138768,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Male,0,0,40,United-States, <=50K
4797,8583,"[45, 50[",Private,143482,HS-grad,9,Divorced,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
4798,8584,"[50, 55[",Private,200190,Assoc-acdm,12,Married-civ-spouse,Sales, Husband,*,Male,0,0,80,United-States, >50K
4799,8585,"[35, 40[",Private,168407,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,5721,0,44,United-States, <=50K
4800,8589,"[25, 30[",Private,105693,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,40,United-States, <=50K
4801,8591,"[20, 25[",Private,164574,HS-grad,9,Never-married,Other-service, Own-child,*,Male,0,0,30,United-States, <=50K
4802,8594,"[25, 30[",Private,215955,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,3103,0,40,United-States, >50K
4803,8595,"[35, 40[",Self-emp-not-inc,233571,HS-grad,9,Separated,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
4804,8596,"[40, 45[",Private,211253,Bachelors,13,Divorced,Exec-managerial, Unmarried,*,Female,0,0,40,United-States, <=50K
4805,8598,"[20, 25[",Private,137895,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,45,United-States, <=50K
4806,8600,"[30, 35[",Private,295922,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,40,United-States, <=50K
4807,8601,"[30, 35[",Self-emp-not-inc,175856,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,60,United-States, <=50K
4808,8602,"[20, 25[",Private,216129,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Male,0,0,40,United-States, <=50K
